Employee_ID,Job_Title,Performance_Score,Work_Hours_Per_Week,Projects_Handled,Employee_Satisfaction_Score,Team_Size,Training_Hours,Promotions,Resigned,technical_skills,skill_proficiency,preferred_role,collaboration_score,personality_type,communication_style,work_habits,teamwork_style,leadership_score,project_interests,availability,Department,Gender,Age,Hire_Date,Years_At_Company,Education_Level,Monthly_Salary,Overtime_Hours,Sick_Days,Remote_Work_Frequency,past_projects,time_zone
256,Consultant,4,52,13,3.17,13,81,2,False,"Python, ML",8,Mobile Dev,7,ENTP,Email,Agile,4,2,E-commerce,17,Operations,Male,34,2015-04-07 08:03:05.556036,9,High School,7700.0,8,9,100,AI Research,GMT+-3
257,Specialist,2,31,19,1.61,8,12,2,False,"C#, Unity",8,Backend Dev,6,INFJ,Discord,Office,4,2,"Design, HCI",23,Engineering,Female,45,2019-02-15 08:03:05.556036,5,Bachelor,5400.0,16,12,25,Marketplace,GMT+10
258,Specialist,3,59,19,3.3,3,78,0,False,"Rust, Blockchain",4,Designer,7,ISTJ,Zoom,Hybrid,7,1,"FinTech, AI",31,HR,Female,31,2019-06-17 08:03:05.556036,5,Bachelor,5850.0,22,6,75,Marketplace,GMT+-4
259,Technician,5,46,39,3.98,16,57,1,False,"PHP, Laravel",7,Database Admin,3,ENTJ,Zoom,Agile,3,3,E-commerce,19,Sales,Male,26,2016-01-09 08:03:05.556036,8,Bachelor,5250.0,25,2,100,Healthcare AI,GMT+11
260,Manager,2,60,25,4.41,11,94,1,False,"UI/UX, Figma",10,AI Researcher,8,ENTJ,Slack,Office,10,8,Data Science,46,Marketing,Male,40,2020-04-08 08:03:05.556036,4,High School,7200.0,6,13,75,AI Startups,GMT+-4
261,Developer,2,60,3,4.27,17,93,2,False,"C#, Unity",5,DevOps Engineer,2,INFJ,Discord,Office,5,2,"AI, Bioinformatics",23,Marketing,Male,46,2018-07-26 08:03:05.556036,6,Master,6000.0,8,13,0,CMS Systems,GMT+-2
262,Technician,1,40,25,1.43,16,89,1,False,"Golang, DevOps",1,Designer,8,ISTJ,Zoom,Remote,7,8,Data Science,47,Operations,Female,32,2019-11-12 08:03:05.556036,4,Bachelor,3850.0,10,10,50,FinTech Apps,GMT+-5
263,Developer,2,59,39,4.97,10,9,0,False,"Rust, Blockchain",1,Data Scientist,7,ISFP,Teams,Hybrid,6,3,Cloud Computing,50,HR,Female,26,2017-09-24 08:03:05.556036,6,Master,6000.0,7,1,0,AI Startups,GMT+-1
264,Manager,4,39,30,2.68,17,18,1,False,"C++, Robotics",8,Full Stack Dev,1,ESTJ,Slack,Remote,8,4,"Web Dev, SaaS",33,IT,Male,52,2020-07-18 08:03:05.556036,4,Master,8400.0,29,7,0,CMS Systems,GMT+6
265,Engineer,4,35,46,3.98,3,81,0,False,"JavaScript, Node.js",9,Embedded Dev,3,INFJ,Slack,Hybrid,4,1,"FinTech, AI",28,Marketing,Other,26,2021-07-02 08:03:05.556036,3,PhD,8400.0,2,11,100,DeFi,GMT+-2
266,Technician,5,40,24,4.18,5,4,0,False,"Python, R",10,ML Engineer,6,ENTJ,Zoom,Hybrid,2,8,E-commerce,19,IT,Female,34,2017-12-14 08:03:05.556036,6,PhD,5250.0,17,6,0,Indie Games,GMT+0
267,Developer,1,38,29,3.39,15,76,0,False,"C++, Robotics",4,Web Dev,10,ENTJ,Slack,Agile,8,1,"NLP, AI Ethics",43,Finance,Male,31,2015-11-06 08:03:05.556036,8,Bachelor,5500.0,24,10,25,AI Startups,GMT+-12
268,Manager,2,59,6,4.08,17,32,2,False,"Golang, DevOps",10,Full Stack Dev,6,ISFJ,Email,Hybrid,2,6,"AI, Ethics",26,IT,Female,54,2017-07-12 08:03:05.556036,7,Bachelor,7200.0,11,1,100,E-Commerce,GMT+10
269,Technician,2,50,23,4.5,9,69,2,True,"Python, TensorFlow",8,ML Engineer,2,INTJ,Email,Office,10,8,"Game Dev, AI",12,Operations,Male,39,2024-07-01 08:03:05.556036,0,High School,4200.0,29,9,75,Healthcare AI,GMT+-8
270,Manager,3,39,4,1.54,9,57,0,False,"Python, R",8,Frontend Dev,2,ESTP,Discord,Hybrid,6,3,"Game Dev, AI",23,IT,Female,52,2016-12-04 08:03:05.556036,7,Bachelor,7800.0,20,2,0,DeFi,GMT+-3
271,Specialist,3,39,40,1.52,8,19,0,False,"Java, Spring",1,Data Scientist,9,ISTJ,Email,Agile,7,6,Data Science,50,Sales,Male,39,2021-02-05 08:03:05.556036,3,Bachelor,5850.0,22,6,0,Healthcare AI,GMT+1
272,Consultant,1,57,25,3.33,14,25,0,False,"Python, NLP",1,DevOps Engineer,3,ESTJ,Slack,Agile,6,5,"Design, HCI",45,Operations,Male,31,2015-12-11 08:03:05.556036,8,Master,6050.0,19,5,0,"IoT, Robotics",GMT+3
273,Manager,5,35,18,2.63,8,5,2,False,"C#, Unity",2,Designer,1,ISTJ,Email,Agile,2,9,HealthTech,41,Marketing,Female,44,2015-02-11 08:03:05.556036,9,Bachelor,9000.0,28,3,75,Finance Apps,GMT+6
274,Engineer,1,58,30,4.21,1,33,1,False,"Golang, DevOps",2,Mobile Dev,6,ISFJ,Slack,Remote,1,9,"NLP, AI Ethics",14,Operations,Other,25,2015-09-23 08:03:05.556036,8,Bachelor,6600.0,23,10,50,Marketplace,GMT+4
275,Technician,4,33,21,2.64,8,12,0,False,"Python, R",2,Game Developer,1,INTP,Email,Agile,9,6,"Crypto, Security",17,IT,Male,26,2022-09-22 08:03:05.556036,1,Bachelor,4900.0,8,7,75,Web Apps,GMT+-9
276,Consultant,4,59,19,4.9,14,53,2,False,"Python, R",10,Data Scientist,10,ENTJ,Zoom,Remote,7,6,"AI, Bioinformatics",48,Marketing,Male,56,2023-01-08 08:03:05.556036,1,Bachelor,7700.0,25,5,25,Web Apps,GMT+12
277,Engineer,4,42,2,1.53,8,74,2,False,"Rust, Blockchain",1,Full Stack Dev,1,ISTP,Discord,Agile,4,2,Data Science,36,Engineering,Male,27,2023-07-18 08:03:05.556036,1,PhD,8400.0,15,2,100,Cloud Security,GMT+4
278,Consultant,3,55,19,1.84,15,66,0,False,"Java, Spring",5,Designer,5,INFJ,Teams,Agile,3,5,"Crypto, Security",18,Legal,Female,59,2020-08-12 08:03:05.556036,4,Bachelor,7150.0,20,11,50,AI Startups,GMT+-8
279,Developer,3,44,0,1.9,7,48,1,False,"C#, Unity",3,Mobile Dev,7,ISFJ,Email,Agile,7,1,HealthTech,47,Operations,Male,34,2019-02-02 08:03:05.556036,5,Bachelor,6500.0,19,0,25,SaaS,GMT+-5
280,Consultant,2,56,6,3.92,1,49,2,False,"Python, TensorFlow",5,Data Scientist,4,ENTJ,Teams,Office,8,2,HealthTech,29,Customer Support,Male,54,2016-08-31 08:03:05.556036,8,Bachelor,6600.0,13,7,75,Cloud Security,GMT+-10
281,Analyst,1,51,15,2.5,19,36,0,False,"Python, R",1,Game Developer,6,INTJ,Slack,Office,6,3,"Web Dev, SaaS",44,Sales,Female,57,2019-02-16 08:03:05.556036,5,Bachelor,4400.0,15,13,25,"IoT, Robotics",GMT+2
282,Consultant,5,33,20,3.06,14,42,0,True,"Java, Spring",2,Mobile Dev,8,INTJ,Discord,Remote,9,9,"NLP, AI Ethics",27,Engineering,Female,43,2014-10-23 08:03:05.556036,9,Bachelor,8250.0,5,2,75,Cloud Security,GMT+-3
283,Engineer,3,55,10,4.79,7,45,2,False,"Java, Spring",4,Embedded Dev,1,ENFP,Discord,Hybrid,1,7,"FinTech, AI",42,Customer Support,Male,36,2023-05-01 08:03:05.556036,1,Bachelor,7800.0,23,0,100,AI Startups,GMT+9
284,Technician,4,53,45,3.91,19,75,2,False,"SQL, PostgreSQL",6,ML Engineer,1,INFJ,Email,Agile,1,7,"NLP, AI Ethics",36,IT,Female,41,2018-06-18 08:03:05.556036,6,High School,4900.0,24,1,50,NLP Research,GMT+-1
285,Manager,3,40,49,4.85,14,66,2,False,"SQL, PostgreSQL",2,Web Dev,7,ESTJ,Email,Remote,10,1,"Web Dev, SaaS",33,Marketing,Female,38,2021-08-28 08:03:05.556036,3,High School,7800.0,29,2,25,CMS Systems,GMT+-1
286,Manager,1,59,24,1.65,8,2,1,True,"Python, TensorFlow",6,Backend Dev,4,ENFJ,Slack,Hybrid,4,7,"SaaS, Web3",25,HR,Female,40,2023-12-06 08:03:05.556036,0,Bachelor,6600.0,1,14,50,Web Apps,GMT+9
287,Consultant,4,58,19,3.36,15,58,2,False,"Rust, Blockchain",2,Backend Dev,6,ENTJ,Zoom,Hybrid,2,4,"Design, HCI",46,HR,Female,22,2023-01-29 08:03:05.556036,1,High School,7700.0,25,9,100,Cloud Security,GMT+1
288,Analyst,5,50,37,4.91,14,66,0,False,"Python, ML",7,AI Researcher,2,ENFJ,Teams,Remote,6,4,HealthTech,24,Finance,Male,34,2015-08-08 08:03:05.556036,9,Bachelor,6000.0,21,6,0,"IoT, Robotics",GMT+5
289,Manager,5,32,30,1.96,5,94,2,False,"React, TypeScript",8,Embedded Dev,5,ISFP,Discord,Hybrid,6,7,"Web Dev, SaaS",28,Operations,Female,58,2015-11-01 08:03:05.556036,8,Master,9000.0,27,8,25,Marketplace,GMT+-5
290,Analyst,4,43,24,2.29,1,5,0,True,"Rust, Blockchain",1,Database Admin,9,ISFJ,Teams,Office,10,8,"Game Dev, AI",29,Legal,Male,42,2019-12-22 08:03:05.556036,4,High School,5600.0,23,7,0,Healthcare AI,GMT+-12
291,Consultant,4,51,44,3.49,19,88,2,False,"SQL, PostgreSQL",3,Full Stack Dev,10,ISFP,Teams,Office,4,3,"Web Dev, SaaS",11,Engineering,Male,40,2016-03-09 08:03:05.556036,8,High School,7700.0,23,5,25,NLP Research,GMT+-10
292,Analyst,3,31,25,2.26,3,46,1,False,"Python, TensorFlow",8,Mobile Dev,8,INFJ,Slack,Remote,4,4,"Design, HCI",27,Sales,Male,56,2021-02-06 08:03:05.556036,3,Bachelor,5200.0,29,1,100,NLP Research,GMT+-2
293,Developer,3,47,39,4.16,3,33,0,False,"Python, TensorFlow",8,ML Engineer,3,ISTP,Zoom,Remote,10,4,"Crypto, Security",43,Sales,Male,51,2017-10-27 08:03:05.556036,6,High School,6500.0,27,12,0,AI Startups,GMT+-8
294,Consultant,4,55,14,2.74,2,2,2,False,"SQL, PostgreSQL",5,DevOps Engineer,1,ISTJ,Email,Remote,8,5,Cloud Computing,30,Operations,Female,22,2016-08-10 08:03:05.556036,8,PhD,7700.0,9,3,25,NLP Research,GMT+-12
295,Specialist,4,36,0,1.39,19,39,0,False,"Swift, iOS Dev",8,Full Stack Dev,8,ESTP,Discord,Office,2,6,"AI, Ethics",28,Sales,Male,48,2021-04-23 08:03:05.556036,3,Bachelor,6300.0,25,1,50,Marketplace,GMT+-12
296,Consultant,3,56,10,3.99,15,21,2,False,"SQL, PostgreSQL",9,Frontend Dev,6,INTP,Discord,Agile,4,10,"FinTech, UX",11,HR,Female,40,2022-02-12 08:03:05.556036,2,High School,7150.0,29,13,50,NLP Research,GMT+9
297,Consultant,4,34,39,3.34,11,35,1,True,"Rust, Blockchain",1,ML Engineer,5,ENFP,Slack,Office,2,9,"AI, Bioinformatics",19,Operations,Female,36,2020-03-07 08:03:05.556036,4,Master,7700.0,8,4,0,"IoT, Robotics",GMT+2
298,Analyst,1,34,36,4.39,9,76,0,False,"C++, Robotics",7,Web Dev,7,ISTP,Zoom,Remote,6,7,"AI, Bioinformatics",35,Customer Support,Female,30,2023-02-18 08:03:05.556036,1,PhD,4400.0,1,0,75,Web Apps,GMT+4
299,Engineer,2,51,40,5.0,16,92,1,False,"JavaScript, Node.js",7,Embedded Dev,8,ESTJ,Zoom,Hybrid,3,10,"Web Dev, SaaS",14,Engineering,Other,22,2017-02-27 08:03:05.556036,7,Bachelor,7200.0,6,14,50,Web Apps,GMT+1
300,Technician,2,45,6,2.5,9,23,1,False,"Python, TensorFlow",9,Full Stack Dev,9,ENTP,Discord,Hybrid,3,6,"Web Dev, SaaS",32,Finance,Female,53,2023-06-29 08:03:05.556036,1,Bachelor,4200.0,23,12,100,AI Startups,GMT+-7
301,Developer,2,33,49,4.69,6,68,0,False,"Python, TensorFlow",5,Web Dev,10,ESTP,Email,Remote,6,2,"NLP, AI Ethics",46,Marketing,Male,34,2021-09-16 08:03:05.556036,2,Master,6000.0,7,11,25,"IoT, Robotics",GMT+-8
302,Developer,5,55,36,3.37,10,62,1,False,"PHP, Laravel",6,Designer,8,ISFP,Slack,Office,2,7,"NLP, AI Ethics",44,Customer Support,Female,23,2018-08-13 08:03:05.556036,6,Master,7500.0,17,9,75,Marketplace,GMT+6
303,Analyst,5,57,40,2.01,13,19,2,False,"C++, Robotics",4,Data Scientist,1,ESTP,Teams,Agile,1,1,"AI, Ethics",39,Sales,Female,57,2019-08-05 08:03:05.556036,5,Bachelor,6000.0,17,12,100,"IoT, Robotics",GMT+6
304,Consultant,1,51,43,1.21,18,94,0,False,"Python, R",6,Data Scientist,3,ENFJ,Discord,Office,4,5,"Game Dev, AI",28,Operations,Male,24,2015-12-29 08:03:05.556036,8,Master,6050.0,5,11,25,Cloud Security,GMT+6
305,Analyst,1,31,0,4.98,7,20,1,False,"Python, ML",7,DevOps Engineer,10,ISTP,Discord,Hybrid,9,3,"NLP, AI Ethics",25,Engineering,Male,46,2021-02-16 08:03:05.556036,3,Bachelor,4400.0,5,1,100,NLP Research,GMT+10
306,Developer,5,51,11,3.65,7,77,1,False,"Java, Spring",1,Data Analyst,2,ISTJ,Discord,Hybrid,5,6,Cloud Computing,14,Legal,Female,51,2020-04-25 08:03:05.556036,4,Bachelor,7500.0,21,14,50,DeFi,GMT+3
307,Technician,1,40,23,2.97,18,26,1,True,"Swift, iOS Dev",6,ML Engineer,10,ESTJ,Teams,Office,5,7,"Crypto, Security",14,Engineering,Female,46,2017-08-26 08:03:05.556036,7,Bachelor,3850.0,17,14,25,AI Startups,GMT+-11
308,Analyst,1,35,29,3.65,2,30,0,False,"Python, TensorFlow",1,Embedded Dev,6,INTJ,Teams,Remote,4,7,"FinTech, AI",18,Sales,Female,58,2021-10-01 08:03:05.556036,2,Master,4400.0,28,13,25,Finance Apps,GMT+-7
309,Manager,2,45,35,1.11,19,53,0,False,"Java, Spring",8,Data Analyst,6,ESTJ,Slack,Remote,9,2,"Crypto, Security",49,Marketing,Female,24,2016-01-13 08:03:05.556036,8,Bachelor,7200.0,4,1,0,AI Startups,GMT+-9
310,Consultant,2,55,19,2.32,14,76,2,False,"UI/UX, Figma",6,Backend Dev,2,ISFJ,Slack,Office,9,4,"Game Dev, AI",13,Marketing,Female,35,2019-04-29 08:03:05.556036,5,Bachelor,6600.0,1,9,100,Indie Games,GMT+6
311,Developer,3,49,15,3.45,16,84,2,False,"C++, Robotics",1,ML Engineer,5,ISFP,Slack,Agile,6,2,"Game Dev, AI",42,Finance,Female,46,2022-10-07 08:03:05.556036,1,Master,6500.0,5,9,100,DeFi,GMT+12
312,Engineer,3,54,26,2.21,6,57,0,False,"Python, ML",3,Data Analyst,2,ENTJ,Zoom,Remote,3,4,Data Science,47,Customer Support,Male,34,2021-04-07 08:03:05.556036,3,High School,7800.0,29,9,100,E-Commerce,GMT+6
313,Consultant,1,35,0,4.23,9,90,0,False,"SQL, PostgreSQL",2,AI Researcher,8,ISTJ,Slack,Office,4,7,"AI, Hardware",35,Customer Support,Male,47,2019-06-02 08:03:05.556036,5,Master,6050.0,26,12,50,CMS Systems,GMT+-2
314,Analyst,4,41,11,1.18,1,84,0,True,"Python, R",9,Designer,6,ENTJ,Discord,Hybrid,10,8,"NLP, AI Ethics",46,Engineering,Male,54,2023-11-19 08:03:05.556036,0,High School,5600.0,1,0,25,Marketplace,GMT+-8
315,Manager,2,51,5,1.42,2,57,2,True,"C#, Unity",4,Frontend Dev,4,ISFP,Zoom,Office,1,8,E-commerce,24,Sales,Female,43,2021-04-01 08:03:05.556036,3,High School,7200.0,25,2,0,AI Research,GMT+12
316,Analyst,4,50,9,1.22,15,71,2,False,"JavaScript, Node.js",7,Web Dev,1,ISTJ,Email,Agile,7,5,"NLP, AI Ethics",15,Sales,Male,42,2023-09-19 08:03:05.556036,0,High School,5600.0,14,1,0,"IoT, Robotics",GMT+3
317,Consultant,2,44,29,2.09,5,28,2,False,"Python, NLP",9,Database Admin,8,ESTP,Teams,Remote,6,5,"SaaS, Web3",24,Operations,Male,23,2019-07-14 08:03:05.556036,5,Master,6600.0,6,12,100,Marketplace,GMT+-12
318,Engineer,1,60,36,2.49,19,66,0,False,"PHP, Laravel",8,Web Dev,10,ESTP,Zoom,Agile,10,2,Cloud Computing,38,Finance,Female,27,2015-11-01 08:03:05.556036,8,Bachelor,6600.0,13,9,75,NLP Research,GMT+-12
319,Engineer,3,36,20,3.48,16,52,1,False,"PHP, Laravel",3,Frontend Dev,8,INTJ,Discord,Hybrid,10,6,"AI, Ethics",29,Sales,Female,22,2016-07-17 08:03:05.556036,8,High School,7800.0,1,9,50,SaaS,GMT+1
320,Engineer,3,60,13,4.7,19,34,1,False,"Python, NLP",8,Designer,8,ENFJ,Slack,Office,5,2,HealthTech,28,Sales,Female,45,2017-06-19 08:03:05.556036,7,Bachelor,7800.0,4,6,100,Finance Apps,GMT+-5
321,Specialist,1,34,5,3.53,16,41,1,False,"C#, Unity",10,Embedded Dev,7,ENFJ,Zoom,Agile,7,2,"AI, Bioinformatics",13,Finance,Female,36,2020-10-19 08:03:05.556036,3,High School,4950.0,26,2,100,FinTech Apps,GMT+3
322,Consultant,1,41,7,4.67,18,37,1,False,"React, TypeScript",4,ML Engineer,9,ENTJ,Zoom,Remote,9,5,HealthTech,48,Engineering,Female,23,2016-08-29 08:03:05.556036,8,Master,6050.0,0,12,75,FinTech Apps,GMT+4
323,Manager,5,36,30,1.62,7,3,1,False,"C++, Robotics",6,Frontend Dev,8,ISFJ,Slack,Remote,9,1,"Design, HCI",11,IT,Male,26,2021-05-12 08:03:05.556036,3,High School,9000.0,9,10,0,Cloud Security,GMT+-9
324,Consultant,1,52,6,1.59,18,58,2,False,"Python, ML",5,Full Stack Dev,5,INTP,Teams,Remote,1,4,E-commerce,19,Marketing,Female,34,2018-06-23 08:03:05.556036,6,High School,6050.0,21,14,75,AI Startups,GMT+-8
325,Analyst,4,39,15,2.74,16,87,1,False,"JavaScript, Node.js",9,Full Stack Dev,9,INTP,Email,Hybrid,1,7,"SaaS, Web3",14,Finance,Male,24,2018-08-25 08:03:05.556036,6,High School,5600.0,15,10,75,E-Commerce,GMT+2
326,Developer,4,30,24,3.21,5,74,2,False,"JavaScript, Node.js",5,Game Developer,6,INFJ,Teams,Office,9,5,"AI, Bioinformatics",21,HR,Male,57,2023-11-25 08:03:05.556036,0,Bachelor,7000.0,9,9,100,Marketplace,GMT+12
327,Consultant,4,57,21,3.89,18,65,2,False,"Python, NLP",8,Game Developer,8,ENTP,Slack,Remote,5,9,Data Science,22,Finance,Female,46,2016-06-14 08:03:05.556036,8,Bachelor,7700.0,11,8,25,AI Research,GMT+12
328,Developer,5,52,8,4.75,7,42,0,False,"Java, Spring",8,Frontend Dev,6,ENFJ,Discord,Office,8,3,E-commerce,35,Finance,Female,22,2020-08-17 08:03:05.556036,4,High School,7500.0,19,2,25,AI Research,GMT+6
329,Consultant,2,59,15,1.93,5,42,1,False,"Swift, iOS Dev",5,Frontend Dev,6,ENFJ,Teams,Office,2,2,"SaaS, Web3",10,Legal,Other,53,2017-10-22 08:03:05.556036,6,Bachelor,6600.0,21,10,100,Web Apps,GMT+12
330,Specialist,4,38,21,3.45,11,26,2,False,"Python, NLP",4,Data Analyst,8,INTP,Teams,Agile,9,8,"AI, Bioinformatics",26,Operations,Female,27,2022-09-27 08:03:05.556036,1,High School,6300.0,4,9,25,CMS Systems,GMT+10
331,Consultant,5,58,25,3.33,12,4,0,False,"Golang, DevOps",6,Designer,10,INTP,Email,Office,4,4,"Crypto, Security",48,Marketing,Other,34,2016-01-17 08:03:05.556036,8,Bachelor,8250.0,11,7,25,E-Commerce,GMT+-2
332,Technician,4,39,46,4.09,6,3,1,False,"UI/UX, Figma",4,Backend Dev,6,ESTP,Email,Remote,6,3,E-commerce,34,HR,Female,50,2019-04-12 08:03:05.556036,5,High School,4900.0,0,7,75,AI Startups,GMT+9
333,Engineer,4,34,46,3.28,11,68,1,False,"Java, Spring",1,Blockchain Dev,5,ISFP,Slack,Office,2,9,"FinTech, AI",10,Operations,Female,31,2022-02-10 08:03:05.556036,2,High School,8400.0,1,9,100,Indie Games,GMT+0
334,Technician,2,51,9,1.74,15,45,2,False,"UI/UX, Figma",2,Data Analyst,8,ISFJ,Email,Hybrid,10,9,"Web Dev, SaaS",50,Operations,Male,38,2016-02-25 08:03:05.556036,8,PhD,4200.0,28,1,0,Healthcare AI,GMT+-11
335,Consultant,5,51,2,2.71,15,86,1,False,"Golang, DevOps",6,Embedded Dev,3,ENTP,Zoom,Agile,1,6,"FinTech, UX",25,Finance,Female,33,2022-09-30 08:03:05.556036,1,High School,8250.0,4,1,75,Cloud Security,GMT+2
336,Consultant,2,50,26,2.63,12,83,2,False,"Rust, Blockchain",5,Data Analyst,4,INTJ,Teams,Office,2,9,"Design, HCI",37,IT,Female,28,2021-11-12 08:03:05.556036,2,Master,6600.0,6,8,75,E-Commerce,GMT+-10
337,Engineer,1,48,4,4.64,16,26,1,False,"Golang, DevOps",8,Mobile Dev,4,INFJ,Slack,Agile,10,4,"NLP, AI Ethics",28,Customer Support,Male,35,2016-12-12 08:03:05.556036,7,High School,6600.0,0,3,100,Web Apps,GMT+8
338,Developer,1,53,7,1.94,19,51,1,False,"Rust, Blockchain",6,Game Developer,1,ENTJ,Teams,Office,8,7,"Web Dev, SaaS",38,Operations,Female,55,2017-02-07 08:03:05.556036,7,Master,5500.0,26,7,50,Cloud Security,GMT+9
339,Specialist,3,38,47,1.85,3,67,0,True,"Java, Spring",2,Database Admin,1,ESTP,Zoom,Remote,2,6,"AI, Hardware",24,Finance,Male,60,2023-09-14 08:03:05.556036,0,Bachelor,5850.0,9,14,25,CMS Systems,GMT+-2
340,Specialist,4,45,26,1.35,3,22,0,False,"Swift, iOS Dev",3,AI Researcher,7,ESTJ,Teams,Agile,2,10,"Game Dev, AI",35,Legal,Female,45,2017-02-23 08:03:05.556036,7,Bachelor,6300.0,14,3,100,Indie Games,GMT+-9
341,Engineer,1,36,31,3.48,8,59,0,False,"Python, R",8,Designer,4,ENFJ,Teams,Agile,10,2,"AI, Bioinformatics",34,Marketing,Male,43,2023-02-15 08:03:05.556036,1,Master,6600.0,3,1,75,Indie Games,GMT+-12
342,Manager,2,55,17,4.73,6,20,0,False,"Rust, Blockchain",3,Game Developer,10,ISTJ,Discord,Hybrid,5,3,"Web Dev, SaaS",38,Finance,Male,31,2024-08-28 08:03:05.556036,0,High School,7200.0,1,7,100,Marketplace,GMT+11
343,Manager,5,50,39,3.11,16,6,1,False,"Python, R",4,Backend Dev,4,ENFP,Teams,Office,5,5,"NLP, AI Ethics",23,Finance,Female,29,2021-04-01 08:03:05.556036,3,Master,9000.0,11,1,25,E-Commerce,GMT+10
344,Analyst,3,52,20,3.92,17,86,0,False,"Python, NLP",3,Data Analyst,6,ISTP,Slack,Agile,3,8,"Design, HCI",34,Customer Support,Female,27,2020-09-25 08:03:05.556036,3,Bachelor,5200.0,1,6,0,Web Apps,GMT+-4
345,Developer,4,36,15,2.15,19,36,0,True,"SQL, PostgreSQL",3,Full Stack Dev,10,ESTP,Discord,Agile,1,1,Cloud Computing,14,Operations,Female,56,2022-09-09 08:03:05.556036,1,Bachelor,7000.0,16,13,25,DeFi,GMT+-1
346,Analyst,3,46,15,2.72,1,73,0,False,"SQL, PostgreSQL",10,AI Researcher,4,ISTP,Discord,Remote,9,5,HealthTech,44,Operations,Female,58,2017-11-17 08:03:05.556036,6,Bachelor,5200.0,19,10,75,NLP Research,GMT+-10
347,Analyst,3,50,15,3.72,4,97,2,False,"Golang, DevOps",1,Game Developer,5,ESTJ,Email,Office,9,3,"SaaS, Web3",11,HR,Female,54,2019-04-05 08:03:05.556036,5,Bachelor,5200.0,9,3,100,Finance Apps,GMT+-5
348,Consultant,3,39,7,1.14,2,57,0,False,"Swift, iOS Dev",7,Database Admin,4,ESTP,Email,Office,8,4,Data Science,10,HR,Male,48,2021-05-14 08:03:05.556036,3,Master,7150.0,28,0,75,Indie Games,GMT+11
349,Technician,4,56,19,2.53,15,81,1,False,"C++, Robotics",9,Data Analyst,6,ENTP,Slack,Agile,1,1,"FinTech, AI",36,Sales,Male,31,2017-06-08 08:03:05.556036,7,Bachelor,4900.0,15,0,0,CMS Systems,GMT+7
350,Manager,2,59,41,2.02,3,9,0,False,"JavaScript, Node.js",10,Frontend Dev,9,ESTJ,Zoom,Agile,2,7,"Game Dev, AI",37,Engineering,Female,43,2020-04-18 08:03:05.556036,4,Bachelor,7200.0,17,13,75,Indie Games,GMT+9
351,Developer,4,55,44,3.08,6,89,2,False,"Python, ML",1,Mobile Dev,3,ISTJ,Zoom,Remote,1,5,"AI, Hardware",31,IT,Female,26,2020-09-11 08:03:05.556036,3,Bachelor,7000.0,23,3,50,AI Startups,GMT+-11
352,Engineer,1,54,10,4.88,5,32,0,False,"Python, R",5,AI Researcher,10,ENFP,Discord,Hybrid,6,3,"FinTech, AI",31,HR,Male,43,2019-01-03 08:03:05.556036,5,Bachelor,6600.0,27,4,75,FinTech Apps,GMT+-8
353,Specialist,3,34,3,4.37,4,68,2,False,"PHP, Laravel",8,Frontend Dev,10,ENTJ,Email,Office,2,10,"FinTech, AI",31,Legal,Female,25,2022-02-13 08:03:05.556036,2,Bachelor,5850.0,18,5,0,Cloud Security,GMT+2
354,Analyst,2,55,15,3.33,13,41,1,False,"JavaScript, Node.js",6,ML Engineer,6,ISTP,Slack,Hybrid,7,3,"AI, Hardware",28,Legal,Female,44,2022-09-19 08:03:05.556036,1,Bachelor,4800.0,18,13,0,Web Apps,GMT+3
355,Technician,5,50,18,4.78,5,11,1,False,"SQL, PostgreSQL",10,Blockchain Dev,6,ISFJ,Teams,Agile,8,8,"AI, Ethics",34,Customer Support,Male,46,2020-07-16 08:03:05.556036,4,Bachelor,5250.0,15,9,0,Cloud Security,GMT+-4
356,Developer,1,54,10,2.31,8,94,2,False,"React, TypeScript",2,Database Admin,3,ISFP,Email,Remote,5,8,Data Science,31,HR,Female,27,2020-07-31 08:03:05.556036,4,High School,5500.0,14,0,0,CMS Systems,GMT+-11
357,Specialist,4,34,6,2.89,8,63,2,True,"UI/UX, Figma",5,Frontend Dev,2,ISTJ,Teams,Hybrid,4,1,Cloud Computing,25,Operations,Female,53,2022-01-25 08:03:05.556036,2,High School,6300.0,23,6,100,AI Startups,GMT+-1
358,Technician,5,43,28,3.62,3,90,0,False,"Python, NLP",2,Game Developer,8,ISTJ,Discord,Remote,7,4,E-commerce,39,Sales,Female,32,2022-03-25 08:03:05.556036,2,Bachelor,5250.0,10,11,100,"IoT, Robotics",GMT+3
359,Technician,3,44,39,4.75,15,35,1,False,"JavaScript, Node.js",1,Game Developer,4,INTP,Discord,Agile,6,1,"Game Dev, AI",36,Operations,Male,36,2018-12-02 08:03:05.556036,5,High School,4550.0,24,12,100,Web Apps,GMT+11
360,Consultant,2,38,12,3.55,15,10,2,False,"Python, ML",2,ML Engineer,1,ISFJ,Slack,Agile,3,5,"AI, Bioinformatics",37,Finance,Male,52,2023-03-11 08:03:05.556036,1,High School,6600.0,7,13,50,AI Research,GMT+11
361,Engineer,2,54,42,3.92,6,42,1,False,"JavaScript, Node.js",4,Backend Dev,4,INFJ,Zoom,Remote,2,3,"FinTech, UX",20,HR,Male,50,2023-08-27 08:03:05.556036,1,High School,7200.0,26,12,25,Healthcare AI,GMT+-10
